akshara,codepoints,level,visual_key,glyph_count_noto,renderable,fused_noto,fused_mn,fused_sangam,main_glyph,mod_parts,nexts,parts_nfd,reading,wiki_freq,in_454
ණ්‍ධ,U+0DAB U+0DCA U+200D U+0DB0,L6_zwj_conj,203-3-46,3,True,False,False,False,ණ,,ධ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA DAYANNA,ṇa-dha,0,False
ණ්‍න,U+0DAB U+0DCA U+200D U+0DB1,L6_zwj_conj,203-3-47,3,True,False,False,False,ණ,,න,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA NAYANNA,ṇa-na,0,False
ණ්‍ඳ,U+0DAB U+0DCA U+200D U+0DB3,L6_zwj_conj,203-3-48,3,True,False,False,False,ණ,,ඳ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA DAYANNA,ṇa-ⁿda,0,False
ණ්‍ප,U+0DAB U+0DCA U+200D U+0DB4,L6_zwj_conj,203-3-49,3,True,False,False,False,ණ,,ප,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA PAYANNA,ṇa-pa,0,False
ණ්‍ඵ,U+0DAB U+0DCA U+200D U+0DB5,L6_zwj_conj,203-3-50,3,True,False,False,False,ණ,,ඵ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA PAYANNA,ṇa-pha,0,False
ණ්‍බ,U+0DAB U+0DCA U+200D U+0DB6,L6_zwj_conj,203-3-51,3,True,False,False,False,ණ,,බ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA BAYANNA,ṇa-ba,0,False
ණ්‍භ,U+0DAB U+0DCA U+200D U+0DB7,L6_zwj_conj,203-3-52,3,True,False,False,False,ණ,,භ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA BAYANNA,ṇa-bha,0,False
ණ්‍ම,U+0DAB U+0DCA U+200D U+0DB8,L6_zwj_conj,203-3-53,3,True,False,False,False,ණ,,ම,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAYANNA,ṇa-ma,0,False
ණ්‍ඹ,U+0DAB U+0DCA U+200D U+0DB9,L6_zwj_conj,203-3-54,3,True,False,False,False,ණ,,ඹ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER AMBA BAYANNA,ṇa-ᵐba,0,False
ණ්‍ර,U+0DAB U+0DCA U+200D U+0DBB,L6_zwj_conj,41-150,2,True,False,True,True,ණ,,ර,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA,ṇa-ra,0,False
ණ්‍ල,U+0DAB U+0DCA U+200D U+0DBD,L6_zwj_conj,203-3-57,3,True,False,False,False,ණ,,ල,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA LAYANNA,ṇa-la,0,False
ණ්‍ව,U+0DAB U+0DCA U+200D U+0DC0,L6_zwj_conj,203-3-58,3,True,False,False,False,ණ,,ව,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER VAYANNA,ṇa-va,0,False
ණ්‍ශ,U+0DAB U+0DCA U+200D U+0DC1,L6_zwj_conj,203-3-59,3,True,False,False,False,ණ,,ශ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER TAALUJA SAYANNA,ṇa-śa,0,False
ණ්‍ෂ,U+0DAB U+0DCA U+200D U+0DC2,L6_zwj_conj,203-3-60,3,True,False,False,False,ණ,,ෂ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA SAYANNA,ṇa-ṣa,0,False
ණ්‍ස,U+0DAB U+0DCA U+200D U+0DC3,L6_zwj_conj,203-3-61,3,True,False,False,False,ණ,,ස,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA SAYANNA,ṇa-sa,0,False
ණ්‍හ,U+0DAB U+0DCA U+200D U+0DC4,L6_zwj_conj,203-3-62,3,True,False,False,False,ණ,,හ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER HAYANNA,ṇa-ha,0,False
ණ්‍ළ,U+0DAB U+0DCA U+200D U+0DC5,L6_zwj_conj,203-3-63,3,True,False,False,False,ණ,,ළ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA LAYANNA,ṇa-ḷa,0,False
ණ්‍ෆ,U+0DAB U+0DCA U+200D U+0DC6,L6_zwj_conj,203-3-64,3,True,False,False,False,ණ,,ෆ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER FAYANNA,ṇa-fa,0,False
ඬ්‍ක,U+0DAC U+0DCA U+200D U+0D9A,L6_zwj_conj,204-3-24,3,True,False,False,False,ඬ,,ක,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA KAYANNA,ⁿḍa-ka,0,False
ඬ්‍ඛ,U+0DAC U+0DCA U+200D U+0D9B,L6_zwj_conj,204-3-25,3,True,False,False,False,ඬ,,ඛ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA KAYANNA,ⁿḍa-kha,0,False
ඬ්‍ග,U+0DAC U+0DCA U+200D U+0D9C,L6_zwj_conj,204-3-26,3,True,False,False,False,ඬ,,ග,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA GAYANNA,ⁿḍa-ga,0,False
ඬ්‍ඝ,U+0DAC U+0DCA U+200D U+0D9D,L6_zwj_conj,204-3-27,3,True,False,False,False,ඬ,,ඝ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA GAYANNA,ⁿḍa-gha,0,False
ඬ්‍ඞ,U+0DAC U+0DCA U+200D U+0D9E,L6_zwj_conj,204-3-28,3,True,False,False,False,ඬ,,ඞ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER KANTAJA NAASIKYAYA,ⁿḍa-ṅa,0,False
ඬ්‍ඟ,U+0DAC U+0DCA U+200D U+0D9F,L6_zwj_conj,204-3-29,3,True,False,False,False,ඬ,,ඟ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA GAYANNA,ⁿḍa-ⁿga,0,False
ඬ්‍ච,U+0DAC U+0DCA U+200D U+0DA0,L6_zwj_conj,204-3-30,3,True,False,False,False,ඬ,,ච,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA CAYANNA,ⁿḍa-ca,0,False
ඬ්‍ඡ,U+0DAC U+0DCA U+200D U+0DA1,L6_zwj_conj,204-3-31,3,True,False,False,False,ඬ,,ඡ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA CAYANNA,ⁿḍa-cha,0,False
ඬ්‍ජ,U+0DAC U+0DCA U+200D U+0DA2,L6_zwj_conj,204-3-32,3,True,False,False,False,ඬ,,ජ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA JAYANNA,ⁿḍa-ja,0,False
ඬ්‍ඣ,U+0DAC U+0DCA U+200D U+0DA3,L6_zwj_conj,204-3-33,3,True,False,False,False,ඬ,,ඣ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA JAYANNA,ⁿḍa-jha,0,False
ඬ්‍ඤ,U+0DAC U+0DCA U+200D U+0DA4,L6_zwj_conj,204-3-34,3,True,False,False,False,ඬ,,ඤ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER TAALUJA NAASIKYAYA,ⁿḍa-ña,0,False
ඬ්‍ඥ,U+0DAC U+0DCA U+200D U+0DA5,L6_zwj_conj,204-3-35,3,True,False,False,False,ඬ,,ඥ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER TAALUJA SANYOOGA NAAKSIKYAYA,ⁿḍa-U+0DA5,0,False
ඬ්‍ඦ,U+0DAC U+0DCA U+200D U+0DA6,L6_zwj_conj,204-3-36,3,True,False,False,False,ඬ,,ඦ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA JAYANNA,ⁿḍa-ⁿja,0,False
ඬ්‍ට,U+0DAC U+0DCA U+200D U+0DA7,L6_zwj_conj,204-3-37,3,True,False,False,False,ඬ,,ට,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA TTAYANNA,ⁿḍa-ṭa,0,False
ඬ්‍ඨ,U+0DAC U+0DCA U+200D U+0DA8,L6_zwj_conj,204-3-38,3,True,False,False,False,ඬ,,ඨ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA TTAYANNA,ⁿḍa-ṭha,0,False
ඬ්‍ඩ,U+0DAC U+0DCA U+200D U+0DA9,L6_zwj_conj,204-3-39,3,True,False,False,False,ඬ,,ඩ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA DDAYANNA,ⁿḍa-ḍa,0,False
ඬ්‍ඪ,U+0DAC U+0DCA U+200D U+0DAA,L6_zwj_conj,204-3-40,3,True,False,False,False,ඬ,,ඪ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA DDAYANNA,ⁿḍa-ḍha,0,False
ඬ්‍ණ,U+0DAC U+0DCA U+200D U+0DAB,L6_zwj_conj,204-3-41,3,True,False,False,False,ඬ,,ණ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA NAYANNA,ⁿḍa-ṇa,0,False
ඬ්‍ඬ,U+0DAC U+0DCA U+200D U+0DAC,L6_zwj_conj,204-3-42,3,True,False,False,False,ඬ,,ඬ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA DDAYANNA,ⁿḍa-ⁿḍa,0,False
ඬ්‍ත,U+0DAC U+0DCA U+200D U+0DAD,L6_zwj_conj,204-3-43,3,True,False,False,False,ඬ,,ත,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA TAYANNA,ⁿḍa-ta,0,False
ඬ්‍ථ,U+0DAC U+0DCA U+200D U+0DAE,L6_zwj_conj,204-3-44,3,True,False,False,False,ඬ,,ථ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA TAYANNA,ⁿḍa-tha,0,False
ඬ්‍ද,U+0DAC U+0DCA U+200D U+0DAF,L6_zwj_conj,204-3-45,3,True,False,False,False,ඬ,,ද,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA DAYANNA,ⁿḍa-da,0,False
ඬ්‍ධ,U+0DAC U+0DCA U+200D U+0DB0,L6_zwj_conj,204-3-46,3,True,False,False,False,ඬ,,ධ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA DAYANNA,ⁿḍa-dha,0,False
ඬ්‍න,U+0DAC U+0DCA U+200D U+0DB1,L6_zwj_conj,204-3-47,3,True,False,False,False,ඬ,,න,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA NAYANNA,ⁿḍa-na,0,False
ඬ්‍ඳ,U+0DAC U+0DCA U+200D U+0DB3,L6_zwj_conj,204-3-48,3,True,False,False,False,ඬ,,ඳ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA DAYANNA,ⁿḍa-ⁿda,0,False
ඬ්‍ප,U+0DAC U+0DCA U+200D U+0DB4,L6_zwj_conj,204-3-49,3,True,False,False,False,ඬ,,ප,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA PAYANNA,ⁿḍa-pa,0,False
ඬ්‍ඵ,U+0DAC U+0DCA U+200D U+0DB5,L6_zwj_conj,204-3-50,3,True,False,False,False,ඬ,,ඵ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA PAYANNA,ⁿḍa-pha,0,False
ඬ්‍බ,U+0DAC U+0DCA U+200D U+0DB6,L6_zwj_conj,204-3-51,3,True,False,False,False,ඬ,,බ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA BAYANNA,ⁿḍa-ba,0,False
ඬ්‍භ,U+0DAC U+0DCA U+200D U+0DB7,L6_zwj_conj,204-3-52,3,True,False,False,False,ඬ,,භ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA BAYANNA,ⁿḍa-bha,0,False
ඬ්‍ම,U+0DAC U+0DCA U+200D U+0DB8,L6_zwj_conj,204-3-53,3,True,False,False,False,ඬ,,ම,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAYANNA,ⁿḍa-ma,0,False
ඬ්‍ඹ,U+0DAC U+0DCA U+200D U+0DB9,L6_zwj_conj,204-3-54,3,True,False,False,False,ඬ,,ඹ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER AMBA BAYANNA,ⁿḍa-ᵐba,0,False
ඬ්‍ර,U+0DAC U+0DCA U+200D U+0DBB,L6_zwj_conj,42-151,2,True,False,True,True,ඬ,,ර,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA,ⁿḍa-ra,0,False
ඬ්‍ල,U+0DAC U+0DCA U+200D U+0DBD,L6_zwj_conj,204-3-57,3,True,False,False,False,ඬ,,ල,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA LAYANNA,ⁿḍa-la,0,False
ඬ්‍ව,U+0DAC U+0DCA U+200D U+0DC0,L6_zwj_conj,204-3-58,3,True,False,False,False,ඬ,,ව,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER VAYANNA,ⁿḍa-va,0,False
ඬ්‍ශ,U+0DAC U+0DCA U+200D U+0DC1,L6_zwj_conj,204-3-59,3,True,False,False,False,ඬ,,ශ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER TAALUJA SAYANNA,ⁿḍa-śa,0,False
ඬ්‍ෂ,U+0DAC U+0DCA U+200D U+0DC2,L6_zwj_conj,204-3-60,3,True,False,False,False,ඬ,,ෂ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA SAYANNA,ⁿḍa-ṣa,0,False
ඬ්‍ස,U+0DAC U+0DCA U+200D U+0DC3,L6_zwj_conj,204-3-61,3,True,False,False,False,ඬ,,ස,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA SAYANNA,ⁿḍa-sa,0,False
ඬ්‍හ,U+0DAC U+0DCA U+200D U+0DC4,L6_zwj_conj,204-3-62,3,True,False,False,False,ඬ,,හ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER HAYANNA,ⁿḍa-ha,0,False
ඬ්‍ළ,U+0DAC U+0DCA U+200D U+0DC5,L6_zwj_conj,204-3-63,3,True,False,False,False,ඬ,,ළ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA LAYANNA,ⁿḍa-ḷa,0,False
ඬ්‍ෆ,U+0DAC U+0DCA U+200D U+0DC6,L6_zwj_conj,204-3-64,3,True,False,False,False,ඬ,,ෆ,SINHALA LETTER SANYAKA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER FAYANNA,ⁿḍa-fa,0,False
ත්‍ඛ,U+0DAD U+0DCA U+200D U+0D9B,L6_zwj_conj,205-3-25,3,True,False,False,False,ත,,ඛ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA KAYANNA,ta-kha,0,False
ත්‍ග,U+0DAD U+0DCA U+200D U+0D9C,L6_zwj_conj,205-3-26,3,True,False,False,False,ත,,ග,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA GAYANNA,ta-ga,0,False
ත්‍ඝ,U+0DAD U+0DCA U+200D U+0D9D,L6_zwj_conj,205-3-27,3,True,False,False,False,ත,,ඝ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA GAYANNA,ta-gha,0,False
ත්‍ඞ,U+0DAD U+0DCA U+200D U+0D9E,L6_zwj_conj,205-3-28,3,True,False,False,False,ත,,ඞ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER KANTAJA NAASIKYAYA,ta-ṅa,0,False
ත්‍ඟ,U+0DAD U+0DCA U+200D U+0D9F,L6_zwj_conj,205-3-29,3,True,False,False,False,ත,,ඟ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA GAYANNA,ta-ⁿga,0,False
ත්‍ච,U+0DAD U+0DCA U+200D U+0DA0,L6_zwj_conj,205-3-30,3,True,False,False,False,ත,,ච,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA CAYANNA,ta-ca,0,False
ත්‍ඡ,U+0DAD U+0DCA U+200D U+0DA1,L6_zwj_conj,205-3-31,3,True,False,False,False,ත,,ඡ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA CAYANNA,ta-cha,0,False
ත්‍ඣ,U+0DAD U+0DCA U+200D U+0DA3,L6_zwj_conj,205-3-33,3,True,False,False,False,ත,,ඣ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA JAYANNA,ta-jha,0,False
ත්‍ඤ,U+0DAD U+0DCA U+200D U+0DA4,L6_zwj_conj,205-3-34,3,True,False,False,False,ත,,ඤ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER TAALUJA NAASIKYAYA,ta-ña,0,False
ත්‍ඥ,U+0DAD U+0DCA U+200D U+0DA5,L6_zwj_conj,205-3-35,3,True,False,False,False,ත,,ඥ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER TAALUJA SANYOOGA NAAKSIKYAYA,ta-U+0DA5,0,False
ත්‍ඦ,U+0DAD U+0DCA U+200D U+0DA6,L6_zwj_conj,205-3-36,3,True,False,False,False,ත,,ඦ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA JAYANNA,ta-ⁿja,0,False
ත්‍ට,U+0DAD U+0DCA U+200D U+0DA7,L6_zwj_conj,205-3-37,3,True,False,False,False,ත,,ට,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA TTAYANNA,ta-ṭa,0,False
ත්‍ඨ,U+0DAD U+0DCA U+200D U+0DA8,L6_zwj_conj,205-3-38,3,True,False,False,False,ත,,ඨ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA TTAYANNA,ta-ṭha,0,False
ත්‍ඩ,U+0DAD U+0DCA U+200D U+0DA9,L6_zwj_conj,205-3-39,3,True,False,False,False,ත,,ඩ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA DDAYANNA,ta-ḍa,0,False
ත්‍ඪ,U+0DAD U+0DCA U+200D U+0DAA,L6_zwj_conj,205-3-40,3,True,False,False,False,ත,,ඪ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA DDAYANNA,ta-ḍha,0,False
ත්‍ණ,U+0DAD U+0DCA U+200D U+0DAB,L6_zwj_conj,205-3-41,3,True,False,False,False,ත,,ණ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA NAYANNA,ta-ṇa,0,False
ත්‍ඬ,U+0DAD U+0DCA U+200D U+0DAC,L6_zwj_conj,205-3-42,3,True,False,False,False,ත,,ඬ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA DDAYANNA,ta-ⁿḍa,0,False
ත්‍ධ,U+0DAD U+0DCA U+200D U+0DB0,L6_zwj_conj,205-3-46,3,True,False,False,False,ත,,ධ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA DAYANNA,ta-dha,0,False
ත්‍ඳ,U+0DAD U+0DCA U+200D U+0DB3,L6_zwj_conj,205-3-48,3,True,False,False,False,ත,,ඳ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA DAYANNA,ta-ⁿda,0,False
ත්‍ඵ,U+0DAD U+0DCA U+200D U+0DB5,L6_zwj_conj,205-3-50,3,True,False,False,False,ත,,ඵ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA PAYANNA,ta-pha,0,False
ත්‍භ,U+0DAD U+0DCA U+200D U+0DB7,L6_zwj_conj,205-3-52,3,True,False,False,False,ත,,භ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA BAYANNA,ta-bha,0,False
ත්‍ඹ,U+0DAD U+0DCA U+200D U+0DB9,L6_zwj_conj,205-3-54,3,True,False,False,False,ත,,ඹ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER AMBA BAYANNA,ta-ᵐba,0,False
ත්‍ල,U+0DAD U+0DCA U+200D U+0DBD,L6_zwj_conj,205-3-57,3,True,False,False,False,ත,,ල,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA LAYANNA,ta-la,0,False
ත්‍ෂ,U+0DAD U+0DCA U+200D U+0DC2,L6_zwj_conj,205-3-60,3,True,False,False,False,ත,,ෂ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA SAYANNA,ta-ṣa,0,False
ත්‍ළ,U+0DAD U+0DCA U+200D U+0DC5,L6_zwj_conj,205-3-63,3,True,False,False,False,ත,,ළ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA LAYANNA,ta-ḷa,0,False
ත්‍ෆ,U+0DAD U+0DCA U+200D U+0DC6,L6_zwj_conj,205-3-64,3,True,False,False,False,ත,,ෆ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER FAYANNA,ta-fa,0,False
ථ්‍ක,U+0DAE U+0DCA U+200D U+0D9A,L6_zwj_conj,206-3-24,3,True,False,False,False,ථ,,ක,SINHALA LETTER MAHAAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA KAYANNA,tha-ka,0,False
