akshara,codepoints,freq
"ද්ධා","U+0DAF U+0DCA U+0DB0 U+0DCF",2686
"ර්ජා","U+0DBB U+0DCA U+0DA2 U+0DCF",2675
"ට්ටු","U+0DA7 U+0DCA U+0DA7 U+0DD4",2673
"ෂ්ටි","U+0DC2 U+0DCA U+0DA7 U+0DD2",2623
"ට්ල","U+0DA7 U+0DCA U+0DBD",2603
"ත්වූ","U+0DAD U+0DCA U+0DC0 U+0DD6",2595
"ශ්‍රා","U+0DC1 U+0DCA U+200D U+0DBB U+0DCF",2585
"ෆෝ","U+0DC6 U+0DDD",2572
"ළො","U+0DC5 U+0DDC",2571
"එං","U+0D91 U+0D82",2549
"චෙ","U+0DA0 U+0DD9",2536
"කෑ","U+0D9A U+0DD1",2524
"න්ත්‍රී","U+0DB1 U+0DCA U+0DAD U+0DCA U+200D U+0DBB U+0DD3",2517
"කාං","U+0D9A U+0DCF U+0D82",2515
"ස්ප","U+0DC3 U+0DCA U+0DB4",2508
"ම්රි","U+0DB8 U+0DCA U+0DBB U+0DD2",2508
"ඡා","U+0DA1 U+0DCF",2502
"ජො","U+0DA2 U+0DDC",2447
"ෂ්ට","U+0DC2 U+0DCA U+0DA7",2439
"ස්ටි","U+0DC3 U+0DCA U+0DA7 U+0DD2",2433
"ටැ","U+0DA7 U+0DD0",2429
"ක්වෙ","U+0D9A U+0DCA U+0DC0 U+0DD9",2427
"ද්වී","U+0DAF U+0DCA U+0DC0 U+0DD3",2422
"ජ්","U+0DA2 U+0DCA",2397
"ප්තු","U+0DB4 U+0DCA U+0DAD U+0DD4",2367
"න්දී","U+0DB1 U+0DCA U+0DAF U+0DD3",2365
"ල්බ","U+0DBD U+0DCA U+0DB6",2363
"ල්ම","U+0DBD U+0DCA U+0DB8",2361
"ච්චි","U+0DA0 U+0DCA U+0DA0 U+0DD2",2360
"න්ක","U+0DB1 U+0DCA U+0D9A",2333
"ත්කා","U+0DAD U+0DCA U+0D9A U+0DCF",2330
"ත්ය","U+0DAD U+0DCA U+0DBA",2313
"ඬ","U+0DAC",2312
"ර්ක","U+0DBB U+0DCA U+0D9A",2308
"ද්","U+0DAF U+0DCA",2303
"ත්තී","U+0DAD U+0DCA U+0DAD U+0DD3",2266
"ප්ල","U+0DB4 U+0DCA U+0DBD",2256
"ම්ස්","U+0DB8 U+0DCA U+0DC3 U+0DCA",2224
"සෛ","U+0DC3 U+0DDB",2210
"ල්ලු","U+0DBD U+0DCA U+0DBD U+0DD4",2202
"ප්ප","U+0DB4 U+0DCA U+0DB4",2189
"ශූ","U+0DC1 U+0DD6",2171
"ස්ත්‍රී","U+0DC3 U+0DCA U+0DAD U+0DCA U+200D U+0DBB U+0DD3",2162
"බැං","U+0DB6 U+0DD0 U+0D82",2152
"චු","U+0DA0 U+0DD4",2134
"ක්වූ","U+0D9A U+0DCA U+0DC0 U+0DD6",2125
"ශ්න","U+0DC1 U+0DCA U+0DB1",2117
"බ්ද","U+0DB6 U+0DCA U+0DAF",2102
"ඬු","U+0DAC U+0DD4",2100
"ජැ","U+0DA2 U+0DD0",2093
"න්දා","U+0DB1 U+0DCA U+0DAF U+0DCF",2084
"න්නු","U+0DB1 U+0DCA U+0DB1 U+0DD4",2055
"ර්ඩ්","U+0DBB U+0DCA U+0DA9 U+0DCA",2054
"ෂී","U+0DC2 U+0DD3",2045
"ර්ෂි","U+0DBB U+0DCA U+0DC2 U+0DD2",2039
"බං","U+0DB6 U+0D82",2008
"ල්ක","U+0DBD U+0DCA U+0D9A",2004
"ක්ෂු","U+0D9A U+0DCA U+0DC2 U+0DD4",1992
"ර්ක්","U+0DBB U+0DCA U+0D9A U+0DCA",1982
"ඌ","U+0D8C",1982
"ඹි","U+0DB9 U+0DD2",1973
"ඹී","U+0DB9 U+0DD3",1944
"ර්ගී","U+0DBB U+0DCA U+0D9C U+0DD3",1944
"න්ග","U+0DB1 U+0DCA U+0D9C",1942
"ශ්චි","U+0DC1 U+0DCA U+0DA0 U+0DD2",1926
"ත්වු","U+0DAD U+0DCA U+0DC0 U+0DD4",1924
"ස්කා","U+0DC3 U+0DCA U+0D9A U+0DCF",1923
"ර්ගේ","U+0DBB U+0DCA U+0D9C U+0DDA",1923
"ෂ්ක","U+0DC2 U+0DCA U+0D9A",1921
"ශ්ලේ","U+0DC1 U+0DCA U+0DBD U+0DDA",1900
"ප්පු","U+0DB4 U+0DCA U+0DB4 U+0DD4",1890
"තූ","U+0DAD U+0DD6",1890
"ජෛ","U+0DA2 U+0DDB",1872
"ක්දි","U+0D9A U+0DCA U+0DAF U+0DD2",1863
"ඍ","U+0D8D",1848
"න්ඩා","U+0DB1 U+0DCA U+0DA9 U+0DCF",1846
"ක්කු","U+0D9A U+0DCA U+0D9A U+0DD4",1836
"නං","U+0DB1 U+0D82",1831
"ර්ෂා","U+0DBB U+0DCA U+0DC2 U+0DCF",1826
"ද්‍යු","U+0DAF U+0DCA U+200D U+0DBA U+0DD4",1786
"කෞ","U+0D9A U+0DDE",1786
"ඩැ","U+0DA9 U+0DD0",1773
"ඖ","U+0D96",1761
"ත්‍රී","U+0DAD U+0DCA U+200D U+0DBB U+0DD3",1759
"ල්ලී","U+0DBD U+0DCA U+0DBD U+0DD3",1757
"ච්ච","U+0DA0 U+0DCA U+0DA0",1755
"ම්ල","U+0DB8 U+0DCA U+0DBD",1754
"ල්ඩ්","U+0DBD U+0DCA U+0DA9 U+0DCA",1734
"ට්ටි","U+0DA7 U+0DCA U+0DA7 U+0DD2",1733
"ක්‍රො","U+0D9A U+0DCA U+200D U+0DBB U+0DDC",1726
"න්වූ","U+0DB1 U+0DCA U+0DC0 U+0DD6",1723
"යෑ","U+0DBA U+0DD1",1719
"ල්පී","U+0DBD U+0DCA U+0DB4 U+0DD3",1718
"ෆා","U+0DC6 U+0DCF",1701
"න්ත්‍රි","U+0DB1 U+0DCA U+0DAD U+0DCA U+200D U+0DBB U+0DD2",1690
"ට්ස්","U+0DA7 U+0DCA U+0DC3 U+0DCA",1684
"ම්මු","U+0DB8 U+0DCA U+0DB8 U+0DD4",1675
"න්ඩෝ","U+0DB1 U+0DCA U+0DA9 U+0DDD",1672
"ක්ට","U+0D9A U+0DCA U+0DA7",1668
"ට්‍රි","U+0DA7 U+0DCA U+200D U+0DBB U+0DD2",1667
"න්ධි","U+0DB1 U+0DCA U+0DB0 U+0DD2",1666
"ඩාං","U+0DA9 U+0DCF U+0D82",1654
"න්ජි","U+0DB1 U+0DCA U+0DA2 U+0DD2",1654
"ශෛ","U+0DC1 U+0DDB",1651
"ශ්ච","U+0DC1 U+0DCA U+0DA0",1638
"ස්කො","U+0DC3 U+0DCA U+0D9A U+0DDC",1637
"ස්ගේ","U+0DC3 U+0DCA U+0D9C U+0DDA",1626
"ස්තූ","U+0DC3 U+0DCA U+0DAD U+0DD6",1625
"ර්බ","U+0DBB U+0DCA U+0DB6",1620
"ක්කා","U+0D9A U+0DCA U+0D9A U+0DCF",1615
"ත්තෙ","U+0DAD U+0DCA U+0DAD U+0DD9",1595
"ස්මා","U+0DC3 U+0DCA U+0DB8 U+0DCF",1594
"ස්ත්‍ර","U+0DC3 U+0DCA U+0DAD U+0DCA U+200D U+0DBB",1582
"ර්කි","U+0DBB U+0DCA U+0D9A U+0DD2",1582
"ට්‍ර","U+0DA7 U+0DCA U+200D U+0DBB",1575
"ර්සි","U+0DBB U+0DCA U+0DC3 U+0DD2",1560
"ර්ට්","U+0DBB U+0DCA U+0DA7 U+0DCA",1555
"ස්ට්‍රි","U+0DC3 U+0DCA U+0DA7 U+0DCA U+200D U+0DBB U+0DD2",1536
"ස්ටා","U+0DC3 U+0DCA U+0DA7 U+0DCF",1531
"න්ග්","U+0DB1 U+0DCA U+0D9C U+0DCA",1525
"ස්සා","U+0DC3 U+0DCA U+0DC3 U+0DCF",1522
"ද්‍රා","U+0DAF U+0DCA U+200D U+0DBB U+0DCF",1515
"කොං","U+0D9A U+0DDC U+0D82",1509
"ස්නා","U+0DC3 U+0DCA U+0DB1 U+0DCF",1490
"ධූ","U+0DB0 U+0DD6",1480
"පාං","U+0DB4 U+0DCF U+0D82",1476
"ළැ","U+0DC5 U+0DD0",1474
"හං","U+0DC4 U+0D82",1473
"ෂෙ","U+0DC2 U+0DD9",1470
"ත්වෙ","U+0DAD U+0DCA U+0DC0 U+0DD9",1462
"ග්‍ය","U+0D9C U+0DCA U+200D U+0DBA",1457
"න්ද්‍රි","U+0DB1 U+0DCA U+0DAF U+0DCA U+200D U+0DBB U+0DD2",1453
"ම්භා","U+0DB8 U+0DCA U+0DB7 U+0DCF",1449
"ර්න","U+0DBB U+0DCA U+0DB1",1448
"ර්ඝ","U+0DBB U+0DCA U+0D9D",1446
"ච්ඡේ","U+0DA0 U+0DCA U+0DA1 U+0DDA",1445
"ර්ට","U+0DBB U+0DCA U+0DA7",1431
"ෆී","U+0DC6 U+0DD3",1430
"ක්ෂී","U+0D9A U+0DCA U+0DC2 U+0DD3",1423
"ෆො","U+0DC6 U+0DDC",1421
"ල්ලෙ","U+0DBD U+0DCA U+0DBD U+0DD9",1420
"ක්වේ","U+0D9A U+0DCA U+0DC0 U+0DDA",1418
"ඟී","U+0D9F U+0DD3",1405
"න්ටා","U+0DB1 U+0DCA U+0DA7 U+0DCF",1389
"න්ධා","U+0DB1 U+0DCA U+0DB0 U+0DCF",1388
"බ්ලි","U+0DB6 U+0DCA U+0DBD U+0DD2",1386
"ර්වා","U+0DBB U+0DCA U+0DC0 U+0DCF",1381
"ත්නා","U+0DAD U+0DCA U+0DB1 U+0DCF",1377
"රාං","U+0DBB U+0DCF U+0D82",1376
"ග්‍රෑ","U+0D9C U+0DCA U+200D U+0DBB U+0DD1",1369
"ර්ජි","U+0DBB U+0DCA U+0DA2 U+0DD2",1367
"ද්ව","U+0DAF U+0DCA U+0DC0",1359
"ත්මි","U+0DAD U+0DCA U+0DB8 U+0DD2",1342
"න්යා","U+0DB1 U+0DCA U+0DBA U+0DCF",1329
"ක්‍ය","U+0D9A U+0DCA U+200D U+0DBA",1317
"න්ජ","U+0DB1 U+0DCA U+0DA2",1301
"ල්ගේ","U+0DBD U+0DCA U+0D9C U+0DDA",1295
"ර්දේ","U+0DBB U+0DCA U+0DAF U+0DDA",1295
"න්හ","U+0DB1 U+0DCA U+0DC4",1291
"ක්ලි","U+0D9A U+0DCA U+0DBD U+0DD2",1287
"න්තො","U+0DB1 U+0DCA U+0DAD U+0DDC",1283
"න්ගෝ","U+0DB1 U+0DCA U+0D9C U+0DDD",1281
"ලෑ","U+0DBD U+0DD1",1280
"ර්ජ්","U+0DBB U+0DCA U+0DA2 U+0DCA",1280
"ෂ්ඨා","U+0DC2 U+0DCA U+0DA8 U+0DCF",1273
"ල්ට","U+0DBD U+0DCA U+0DA7",1268
"ම්‍ය","U+0DB8 U+0DCA U+200D U+0DBA",1267
"ප්‍රො","U+0DB4 U+0DCA U+200D U+0DBB U+0DDC",1263
"ර්ග්","U+0DBB U+0DCA U+0D9C U+0DCA",1251
"ෆු","U+0DC6 U+0DD4",1250
"ක්රි","U+0D9A U+0DCA U+0DBB U+0DD2",1249
"භී","U+0DB7 U+0DD3",1240
"මාං","U+0DB8 U+0DCF U+0D82",1220
"ර්ස","U+0DBB U+0DCA U+0DC3",1207
"ෂ්ප","U+0DC2 U+0DCA U+0DB4",1206
"ස්ටෝ","U+0DC3 U+0DCA U+0DA7 U+0DDD",1194
"හ්ම","U+0DC4 U+0DCA U+0DB8",1193
"න්සා","U+0DB1 U+0DCA U+0DC3 U+0DCF",1189
"ල්කා","U+0DBD U+0DCA U+0D9A U+0DCF",1188
"ත්දැ","U+0DAD U+0DCA U+0DAF U+0DD0",1184
"ස්වි","U+0DC3 U+0DCA U+0DC0 U+0DD2",1181
"ර්බු","U+0DBB U+0DCA U+0DB6 U+0DD4",1173
"ප්‍රෝ","U+0DB4 U+0DCA U+200D U+0DBB U+0DDD",1170
"බ්බ","U+0DB6 U+0DCA U+0DB6",1164
"ජං","U+0DA2 U+0D82",1156
"හෘ","U+0DC4 U+0DD8",1156
"ච්චා","U+0DA0 U+0DCA U+0DA0 U+0DCF",1152
"ම්පු","U+0DB8 U+0DCA U+0DB4 U+0DD4",1150
"ම්න","U+0DB8 U+0DCA U+0DB1",1142
"තුං","U+0DAD U+0DD4 U+0D82",1140
"ද්යා","U+0DAF U+0DCA U+0DBA U+0DCF",1140
"භු","U+0DB7 U+0DD4",1138
"හිං","U+0DC4 U+0DD2 U+0D82",1135
"ර්වි","U+0DBB U+0DCA U+0DC0 U+0DD2",1135
"කිං","U+0D9A U+0DD2 U+0D82",1132
"ම්මේ","U+0DB8 U+0DCA U+0DB8 U+0DDA",1124
"නැං","U+0DB1 U+0DD0 U+0D82",1124
"ස්කෝ","U+0DC3 U+0DCA U+0D9A U+0DDD",1120
"ක්කේ","U+0D9A U+0DCA U+0D9A U+0DDA",1118
"ර්ප","U+0DBB U+0DCA U+0DB4",1116
"ඛි","U+0D9B U+0DD2",1105
"චේ","U+0DA0 U+0DDA",1105
"ම්බු","U+0DB8 U+0DCA U+0DB6 U+0DD4",1100
"චැ","U+0DA0 U+0DD0",1100
"ර්භ","U+0DBB U+0DCA U+0DB7",1095
"ජොං","U+0DA2 U+0DDC U+0D82",1085
"ෂේ","U+0DC2 U+0DDA",1084
"න්ක්","U+0DB1 U+0DCA U+0D9A U+0DCA",1077
"ර්ටි","U+0DBB U+0DCA U+0DA7 U+0DD2",1075
"ත්වේ","U+0DAD U+0DCA U+0DC0 U+0DDA",1070
"ෆැ","U+0DC6 U+0DD0",1064
"ක්ට්‍රෝ","U+0D9A U+0DCA U+0DA7 U+0DCA U+200D U+0DBB U+0DDD",1061
"ද්දී","U+0DAF U+0DCA U+0DAF U+0DD3",1054
"න්කා","U+0DB1 U+0DCA U+0D9A U+0DCF",1036
"ල්හි","U+0DBD U+0DCA U+0DC4 U+0DD2",1033
"ළං","U+0DC5 U+0D82",1032
"ටූ","U+0DA7 U+0DD6",1021
"ක්‍රා","U+0D9A U+0DCA U+200D U+0DBB U+0DCF",1019
"න්වු","U+0DB1 U+0DCA U+0DC0 U+0DD4",1018
"ප්ලා","U+0DB4 U+0DCA U+0DBD U+0DCF",1017
"න්මා","U+0DB1 U+0DCA U+0DB8 U+0DCF",1014
"ක්ල","U+0D9A U+0DCA U+0DBD",1005
"න්ඩු","U+0DB1 U+0DCA U+0DA9 U+0DD4",1005
"ක්ෂූ","U+0D9A U+0DCA U+0DC2 U+0DD6",1002
"ර්ණා","U+0DBB U+0DCA U+0DAB U+0DCF",998
"ර්වේ","U+0DBB U+0DCA U+0DC0 U+0DDA",997
"ග්‍රැ","U+0D9C U+0DCA U+200D U+0DBB U+0DD0",981
"නෞ","U+0DB1 U+0DDE",979
"භ්‍යා","U+0DB7 U+0DCA U+200D U+0DBA U+0DCF",975
"බ්‍රා","U+0DB6 U+0DCA U+200D U+0DBB U+0DCF",974
"න්හී","U+0DB1 U+0DCA U+0DC4 U+0DD3",967
"ල්වැ","U+0DBD U+0DCA U+0DC0 U+0DD0",966
"ක‍්‍ර","U+0D9A U+200D U+0DCA U+200D U+0DBB",957
"වෑ","U+0DC0 U+0DD1",944
"න්ල","U+0DB1 U+0DCA U+0DBD",938
"න්රි","U+0DB1 U+0DCA U+0DBB U+0DD2",925
"ක්කෝ","U+0D9A U+0DCA U+0D9A U+0DDD",918
"ත්‍යාං","U+0DAD U+0DCA U+200D U+0DBA U+0DCF U+0D82",912
"ශ්චා","U+0DC1 U+0DCA U+0DA0 U+0DCF",908
"ඝ්‍ර","U+0D9D U+0DCA U+200D U+0DBB",906
"දෛ","U+0DAF U+0DDB",905
"ල්ග","U+0DBD U+0DCA U+0D9C",897
"ෆ්‍රැ","U+0DC6 U+0DCA U+200D U+0DBB U+0DD0",897
"ක්රේ","U+0D9A U+0DCA U+0DBB U+0DDA",894
"හූ","U+0DC4 U+0DD6",888
"ග්ලා","U+0D9C U+0DCA U+0DBD U+0DCF",888
"ල්ටී","U+0DBD U+0DCA U+0DA7 U+0DD3",884
"බ්වේ","U+0DB6 U+0DCA U+0DC0 U+0DDA",883
"රෑ","U+0DBB U+0DD1",880
"ල්වි","U+0DBD U+0DCA U+0DC0 U+0DD2",877
"න්ස්ට","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DA7",876
"ස්වැ","U+0DC3 U+0DCA U+0DC0 U+0DD0",872
"ර්මේ","U+0DBB U+0DCA U+0DB8 U+0DDA",870
"ගූ","U+0D9C U+0DD6",864
"න්ගු","U+0DB1 U+0DCA U+0D9C U+0DD4",864
"ණ්‍ය","U+0DAB U+0DCA U+200D U+0DBA",863
"ණ්ඩි","U+0DAB U+0DCA U+0DA9 U+0DD2",860
"ල්ස","U+0DBD U+0DCA U+0DC3",860
"ත‍්‍ර","U+0DAD U+200D U+0DCA U+200D U+0DBB",860
"ළී","U+0DC5 U+0DD3",859
"ණාං","U+0DAB U+0DCF U+0D82",857
"ත්ර","U+0DAD U+0DCA U+0DBB",857
"ග්‍රි","U+0D9C U+0DCA U+200D U+0DBB U+0DD2",855
"ෂු","U+0DC2 U+0DD4",855
"ම්ප්‍රේ","U+0DB8 U+0DCA U+0DB4 U+0DCA U+200D U+0DBB U+0DDA",854
"ද්‍රි","U+0DAF U+0DCA U+200D U+0DBB U+0DD2",853
"ෂ්ටා","U+0DC2 U+0DCA U+0DA7 U+0DCF",849
"ස්ටී","U+0DC3 U+0DCA U+0DA7 U+0DD3",849
"ත්අ","U+0DAD U+0DCA U+0D85",849
"ත්පා","U+0DAD U+0DCA U+0DB4 U+0DCF",845
"ස්නි","U+0DC3 U+0DCA U+0DB1 U+0DD2",837
"ද්‍රෝ","U+0DAF U+0DCA U+200D U+0DBB U+0DDD",836
"ෆේ","U+0DC6 U+0DDA",832
"ස්ටැ","U+0DC3 U+0DCA U+0DA7 U+0DD0",828
"ම්බෝ","U+0DB8 U+0DCA U+0DB6 U+0DDD",824
"ර්ටෝ","U+0DBB U+0DCA U+0DA7 U+0DDD",823
"ල්ට්","U+0DBD U+0DCA U+0DA7 U+0DCA",822
"ර්ද","U+0DBB U+0DCA U+0DAF",815
"තාං","U+0DAD U+0DCF U+0D82",815
"ජ්‍යෙ","U+0DA2 U+0DCA U+200D U+0DBA U+0DD9",813
"ග්වා","U+0D9C U+0DCA U+0DC0 U+0DCF",808
"ට්ටේ","U+0DA7 U+0DCA U+0DA7 U+0DDA",807
"ක්ර","U+0D9A U+0DCA U+0DBB",807
"ටැං","U+0DA7 U+0DD0 U+0D82",807
"න්ටෝ","U+0DB1 U+0DCA U+0DA7 U+0DDD",802
"ක්සේ","U+0D9A U+0DCA U+0DC3 U+0DDA",800
"ම්හා","U+0DB8 U+0DCA U+0DC4 U+0DCF",791
"ප්පා","U+0DB4 U+0DCA U+0DB4 U+0DCF",784
"ථාං","U+0DAE U+0DCF U+0D82",783
"ක්නා","U+0D9A U+0DCA U+0DB1 U+0DCF",778
"ප්ට","U+0DB4 U+0DCA U+0DA7",777
"ල්දා","U+0DBD U+0DCA U+0DAF U+0DCF",768
"ර්නා","U+0DBB U+0DCA U+0DB1 U+0DCF",766
"ග්‍රෙ","U+0D9C U+0DCA U+200D U+0DBB U+0DD9",766
"ඹෙ","U+0DB9 U+0DD9",763
"ල්සි","U+0DBD U+0DCA U+0DC3 U+0DD2",763
"ක්‍ෂා","U+0D9A U+0DCA U+200D U+0DC2 U+0DCF",760
"ස්වේ","U+0DC3 U+0DCA U+0DC0 U+0DDA",759
"ල්ජි","U+0DBD U+0DCA U+0DA2 U+0DD2",758
"ඩ්ස්","U+0DA9 U+0DCA U+0DC3 U+0DCA",757
"න්ගැ","U+0DB1 U+0DCA U+0D9C U+0DD0",754
"ක්සැ","U+0D9A U+0DCA U+0DC3 U+0DD0",753
"ත්හැ","U+0DAD U+0DCA U+0DC4 U+0DD0",746
"ල්ෆ්","U+0DBD U+0DCA U+0DC6 U+0DCA",742
"තං","U+0DAD U+0D82",742
"ධ්ය","U+0DB0 U+0DCA U+0DBA",742
"ර්න්","U+0DBB U+0DCA U+0DB1 U+0DCA",742
"න්සු","U+0DB1 U+0DCA U+0DC3 U+0DD4",737
"ඩ්‍ර","U+0DA9 U+0DCA U+200D U+0DBB",736
"භ්‍ර","U+0DB7 U+0DCA U+200D U+0DBB",734
"ක්ලෝ","U+0D9A U+0DCA U+0DBD U+0DDD",732
"ක්‍ෂි","U+0D9A U+0DCA U+200D U+0DC2 U+0DD2",731
"ස්මි","U+0DC3 U+0DCA U+0DB8 U+0DD2",730
"ග්‍රේ","U+0D9C U+0DCA U+200D U+0DBB U+0DDA",730
"ර්තෘ","U+0DBB U+0DCA U+0DAD U+0DD8",727
"න්ගා","U+0DB1 U+0DCA U+0D9C U+0DCF",726
"ර්යෝ","U+0DBB U+0DCA U+0DBA U+0DDD",723
"ට්‍රො","U+0DA7 U+0DCA U+200D U+0DBB U+0DDC",722
"ඩ්ව","U+0DA9 U+0DCA U+0DC0",717
"න්දෙ","U+0DB1 U+0DCA U+0DAF U+0DD9",717
"යොං","U+0DBA U+0DDC U+0D82",716
"මෛ","U+0DB8 U+0DDB",711
"හ්","U+0DC4 U+0DCA",711
"න්ගො","U+0DB1 U+0DCA U+0D9C U+0DDC",711
"ග්නි","U+0D9C U+0DCA U+0DB1 U+0DD2",709
"නෛ","U+0DB1 U+0DDB",704
"ස්තී","U+0DC3 U+0DCA U+0DAD U+0DD3",700
"ක්ෂ්‍ය","U+0D9A U+0DCA U+0DC2 U+0DCA U+200D U+0DBA",699
"චො","U+0DA0 U+0DDC",699
"ට්‍රෝ","U+0DA7 U+0DCA U+200D U+0DBB U+0DDD",692
"න්තූ","U+0DB1 U+0DCA U+0DAD U+0DD6",689
"ස්වෛ","U+0DC3 U+0DCA U+0DC0 U+0DDB",687
"ස්ටෙ","U+0DC3 U+0DCA U+0DA7 U+0DD9",682
"ම්නා","U+0DB8 U+0DCA U+0DB1 U+0DCF",682
"ක්ටි","U+0D9A U+0DCA U+0DA7 U+0DD2",681
"ගෑ","U+0D9C U+0DD1",678
"ක්ටී","U+0D9A U+0DCA U+0DA7 U+0DD3",674
"ස්‍ර","U+0DC3 U+0DCA U+200D U+0DBB",669
"ක්‍රේ","U+0D9A U+0DCA U+200D U+0DBB U+0DDA",666
"චූ","U+0DA0 U+0DD6",665
"න්ජා","U+0DB1 U+0DCA U+0DA2 U+0DCF",659
"ද්වා","U+0DAF U+0DCA U+0DC0 U+0DCF",657
"ග්ග","U+0D9C U+0DCA U+0D9C",657
"න්බ","U+0DB1 U+0DCA U+0DB6",657
"ස්කි","U+0DC3 U+0DCA U+0D9A U+0DD2",656
"චෛ","U+0DA0 U+0DDB",650
"ත්ලා","U+0DAD U+0DCA U+0DBD U+0DCF",645
"ප්‍රෙ","U+0DB4 U+0DCA U+200D U+0DBB U+0DD9",641
"ල්බේ","U+0DBD U+0DCA U+0DB6 U+0DDA",639
"ක්වු","U+0D9A U+0DCA U+0DC0 U+0DD4",636
"ව්ය","U+0DC0 U+0DCA U+0DBA",634
"ෆ්ග","U+0DC6 U+0DCA U+0D9C",631
"ක්‍රෝ","U+0D9A U+0DCA U+200D U+0DBB U+0DDD",627
"ෂෝ","U+0DC2 U+0DDD",627
"ක්ලා","U+0D9A U+0DCA U+0DBD U+0DCF",627
"‍","U+200D",626
"ර්ශ්ව","U+0DBB U+0DCA U+0DC1 U+0DCA U+0DC0",621
"ෂ්ම","U+0DC2 U+0DCA U+0DB8",621
"ම්පො","U+0DB8 U+0DCA U+0DB4 U+0DDC",619
"ත්හි","U+0DAD U+0DCA U+0DC4 U+0DD2",619
"ස්සු","U+0DC3 U+0DCA U+0DC3 U+0DD4",616
"ර්බි","U+0DBB U+0DCA U+0DB6 U+0DD2",616
"ඩෑ","U+0DA9 U+0DD1",613
"ශං","U+0DC1 U+0D82",612
"ල්ලං","U+0DBD U+0DCA U+0DBD U+0D82",605
"ට්ස","U+0DA7 U+0DCA U+0DC3",602
"ශ්","U+0DC1 U+0DCA",601
"ත්වැ","U+0DAD U+0DCA U+0DC0 U+0DD0",596
"න්කො","U+0DB1 U+0DCA U+0D9A U+0DDC",594
"න්කෝ","U+0DB1 U+0DCA U+0D9A U+0DDD",594
"ක්ටෝ","U+0D9A U+0DCA U+0DA7 U+0DDD",591
"කෲ","U+0D9A U+0DF2",591
"ෙ","U+0DD9",588
"ඡේ","U+0DA1 U+0DDA",587
"ම්වි","U+0DB8 U+0DCA U+0DC0 U+0DD2",586
"ස්ටේ","U+0DC3 U+0DCA U+0DA7 U+0DDA",586
"ල්ටා","U+0DBD U+0DCA U+0DA7 U+0DCF",585
"ජ්ය","U+0DA2 U+0DCA U+0DBA",581
"ල්තා","U+0DBD U+0DCA U+0DAD U+0DCF",580
"ම්මි","U+0DB8 U+0DCA U+0DB8 U+0DD2",579
"සොං","U+0DC3 U+0DDC U+0D82",579
"ර්ගා","U+0DBB U+0DCA U+0D9C U+0DCF",576
"කං","U+0D9A U+0D82",575
"ත්ස්‍ය","U+0DAD U+0DCA U+0DC3 U+0DCA U+200D U+0DBA",572
"ද්ම","U+0DAF U+0DCA U+0DB8",571
"කි‍්‍ර","U+0D9A U+0DD2 U+200D U+0DCA U+200D U+0DBB",568
"ත්කි","U+0DAD U+0DCA U+0D9A U+0DD2",566
"ඟේ","U+0D9F U+0DDA",565
"ල්ඩ","U+0DBD U+0DCA U+0DA9",565
"ර්‍ය","U+0DBB U+0DCA U+200D U+0DBA",562
"ෆ්ට්","U+0DC6 U+0DCA U+0DA7 U+0DCA",561
"ස්‍ය","U+0DC3 U+0DCA U+200D U+0DBA",554
"ව්යෝ","U+0DC0 U+0DCA U+0DBA U+0DDD",554
"ඟෙ","U+0D9F U+0DD9",552
"ඩ්රි","U+0DA9 U+0DCA U+0DBB U+0DD2",551
"හොං","U+0DC4 U+0DDC U+0D82",550
"ජ්‍යා","U+0DA2 U+0DCA U+200D U+0DBA U+0DCF",549
"ණෑ","U+0DAB U+0DD1",549
"ස්කු","U+0DC3 U+0DCA U+0D9A U+0DD4",548
"ඳෙ","U+0DB3 U+0DD9",546
"ට්‍රා","U+0DA7 U+0DCA U+200D U+0DBB U+0DCF",546
"ද්දෙ","U+0DAF U+0DCA U+0DAF U+0DD9",545
"ධ්‍රැ","U+0DB0 U+0DCA U+200D U+0DBB U+0DD0",545
"ප්පි","U+0DB4 U+0DCA U+0DB4 U+0DD2",542
"ක්තො","U+0D9A U+0DCA U+0DAD U+0DDC",541
"ණ්","U+0DAB U+0DCA",539
"ම්ලි","U+0DB8 U+0DCA U+0DBD U+0DD2",538
"ස්පි","U+0DC3 U+0DCA U+0DB4 U+0DD2",538
"ම්ප්","U+0DB8 U+0DCA U+0DB4 U+0DCA",538
"ල්භා","U+0DBD U+0DCA U+0DB7 U+0DCF",533
"න්ටෙ","U+0DB1 U+0DCA U+0DA7 U+0DD9",527
"ෂාං","U+0DC2 U+0DCF U+0D82",524
"ග්බි","U+0D9C U+0DCA U+0DB6 U+0DD2",523
"ක්ඛ","U+0D9A U+0DCA U+0D9B",521
"නාං","U+0DB1 U+0DCF U+0D82",521
"ෂො","U+0DC2 U+0DDC",521
"ඨා","U+0DA8 U+0DCF",519
"න්ටු","U+0DB1 U+0DCA U+0DA7 U+0DD4",517
"ට්නා","U+0DA7 U+0DCA U+0DB1 U+0DCF",515
"ර්කා","U+0DBB U+0DCA U+0D9A U+0DCF",514
"ක්ට්‍රො","U+0D9A U+0DCA U+0DA7 U+0DCA U+200D U+0DBB U+0DDC",509
"ක්ශ","U+0D9A U+0DCA U+0DC1",508
"ඤ්ඤා","U+0DA4 U+0DCA U+0DA4 U+0DCF",507
